D 2023-04-29 13:15:03,276| DEBUG    | [connectionpool.py:connectionpool:_make_request:452] - http://localhost:65379 "POST /session/c842fb37b70a3d7338ec57767a39a344/actions HTTP/1.1" 200 14
D 2023-04-29 13:15:03,277| DEBUG    | [remote_connection.py:remote_connection:_request:347] - Finished Request
D 2023-04-29 13:15:03,783| DEBUG    | [remote_connection.py:remote_connection:_request:303] - POST http://localhost:65379/session/c842fb37b70a3d7338ec57767a39a344/element {"using": "xpath", "value": "//h4[contains(text(),'\u5fae\u4fe1\u516c\u4f17\u53f7')]"}
D 2023-04-29 13:15:03,797| DEBUG    | [connectionpool.py:connectionpool:_make_request:452] - http://localhost:65379 "POST /session/c842fb37b70a3d7338ec57767a39a344/element HTTP/1.1" 200 88
D 2023-04-29 13:15:03,798| DEBUG    | [remote_connection.py:remote_connection:_request:347] - Finished Request
D 2023-04-29 13:15:03,799| DEBUG    | [remote_connection.py:remote_connection:_request:303] - GET http://localhost:65379/session/c842fb37b70a3d7338ec57767a39a344/element/5dc502e9-8c9c-4160-987b-89777074ce84/text {"id": "5dc502e9-8c9c-4160-987b-89777074ce84"}
D 2023-04-29 13:15:03,849| DEBUG    | [connectionpool.py:connectionpool:_make_request:452] - http://localhost:65379 "GET /session/c842fb37b70a3d7338ec57767a39a344/element/5dc502e9-8c9c-4160-987b-89777074ce84/text HTTP/1.1" 200 27
D 2023-04-29 13:15:03,850| DEBUG    | [remote_connection.py:remote_connection:_request:347] - Finished Request
D 2023-04-29 13:15:03,850| DEBUG    | [remote_connection.py:remote_connection:_request:303] - POST http://localhost:65379/session/c842fb37b70a3d7338ec57767a39a344/element {"using": "xpath", "value": "//h4[contains(text(),'\u5fae\u4fe1\u516c\u4f17\u53f7')]"}
D 2023-04-29 13:15:03,855| DEBUG    | [connectionpool.py:connectionpool:_make_request:452] - http://localhost:65379 "POST /session/c842fb37b70a3d7338ec57767a39a344/element HTTP/1.1" 200 88
D 2023-04-29 13:15:03,856| DEBUG    | [remote_connection.py:remote_connection:_request:347] - Finished Request
D 2023-04-29 13:15:03,856| DEBUG    | [remote_connection.py:remote_connection:_request:303] - GET http://localhost:65379/session/c842fb37b70a3d7338ec57767a39a344/element/5dc502e9-8c9c-4160-987b-89777074ce84/text {"id": "5dc502e9-8c9c-4160-987b-89777074ce84"}
D 2023-04-29 13:15:03,863| DEBUG    | [connectionpool.py:connectionpool:_make_request:452] - http://localhost:65379 "GET /session/c842fb37b70a3d7338ec57767a39a344/element/5dc502e9-8c9c-4160-987b-89777074ce84/text HTTP/1.1" 200 27
D 2023-04-29 13:15:03,863| DEBUG    | [remote_connection.py:remote_connection:_request:347] - Finished Request
D 2023-04-29 13:15:03,863| DEBUG    | [asserts.py:asserts:assert_text:36] - URL实际结果为：微信公众号
D 2023-04-29 13:15:03,863| DEBUG    | [asserts.py:asserts:assert_text:37] - URL预期结果为：微信公众号
I 2023-04-29 13:15:03,863| INFO     | [asserts.py:asserts:assert_text:39] - 断言Code用例通过！
